casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,we_like_x,dont_like_x,casino_bonus_x,review_path,we_like_y,dont_like_y,casino_bonus_y
Megarich Casino,logosask/MegarichCasino.png,7.2,https://megarich.com/en,https://megarich.com/en,Curacao,Beast Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Megarich Casino.txt,,,,"Decent withdrawal limits | 24/7 live chat | Casino Shop & VIP Program available | Slow withdrawals | Daily winnings capped at €100,000","Slow withdrawals | Daily winnings capped at €100,000","Megarich Casino: 100% up to €1000 + 100 Free Spins, 1st Deposit Welcome Bonus"
Rollers.io Casino,logosask/RollersioCasino.png,7.2,https://www.rollers.io,https://www.rollers.io,Curacao,Rollers.io Affiliates,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Rollersio Casino.txt,,,,,,
FatPirate Casino,logosask/FatPirateCasino.png,7.2,https://fatpirate.com/,https://fatpirate.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Uno Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/FatPirate Casino.txt,,,,24/7 live chat | Accepts Cryptocurrencies | Home to well-known providers | Slow withdrawals | No weekend withdrawals,Slow withdrawals | No weekend withdrawals,"FatPirate Casino: 100% up to €500 + 200 Free Spins, Welcome Bonus"
Mobilebet,logosask/Mobilebet.png,7.2,https://www.mobilebet.com,https://www.mobilebet.com,Malta Gaming Authority,ComeOn Connect Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Mobilebet.txt,,,,,,
Casiny Casino,logosask/CasinyCasino.png,7.2,https://www.casiny.com/,https://www.casiny.com/,Curacao,Casiny Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Casiny Casino.txt,,,,Low deposit options | 24/7 live chat | Limited responsible gambling information,Limited responsible gambling information,"Casiny Casino: 100% up to €500 + 100 Free Spins, 1st Deposit Welcome Bonus"
LuckyStar Casino,logosask/LuckyStarCasino.png,7.2,http://www.luckystar.io,http://www.luckystar.io,Curacao,LuckyStar Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/LuckyStar Casino.txt,,,,0-24 withdrawal timeframe | Mobile-friendly design | Live chat open 24/7 | High Rollers friendly | No phone support,No phone support,"LuckyStar Casino: 150% up to $/€ 300 + 50 Bonus Spins, 1st Deposit Bonus"
Buumi Casino,logosask/BuumiCasino.png,7.2,https://www.buumi.com,https://www.buumi.com,"Curacao, Estonian Tax and Customs Board",Njord Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Buumi Casino.txt,,,,Accepts fiat & cryptocurrencies | Live chat is open 24/7 | Daily cashback | Few responsible gambling tools,Few responsible gambling tools,Buumi Casino: 100% up to 5000 NOK
RocketSpin Casino,logosask/RocketSpinCasino.png,7.2,https://www.rocketspin.com/,https://www.rocketspin.com/,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/RocketSpin Casino.txt,,,,Good selection of games | 24/7 live chat | Good responsible gambling ethics | Slow withdrawals,Slow withdrawals,"RocketSpin Casino: 100% up to €1000 + 100 Free Spins, 1st Deposit Bonus"
Divas Luck Casino,logosask/DivasLuckCasino.png,7.1,https://divasluckcasino.com,https://divasluckcasino.com,Curacao,Infinity Stars Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Divas Luck Casino.txt,,,,Home to multiple providers | Live chat is available | Mobile friendly games | 128-bit SSL encryption | Live chat is not open 24/7,Live chat is not open 24/7,Divas Luck Casino: 180% up to €1000
Skycrown Casino,logosask/SkycrownCasino.png,7.1,https://www.skycrown.com/,https://www.skycrown.com/,Curacao,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Skycrown Casino.txt,,,,Instant VIP incentives | No payment fees | Excellent choice of payment methods | Many country restrictions | No live chat,Many country restrictions | No live chat,"Skycrown Casino: 100% up to €100 + 100 Bonus Spins, 1st Deposit Bonus"
Bitvegas.io Casino,logosask/BitvegasioCasino.png,7.1,https://www.bitvegas.io,https://www.bitvegas.io,Curacao,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Bitvegasio Casino.txt,,,,,,
Betmartini Casino,logosask/BetmartiniCasino.png,7.1,https://www.betmartini.com,https://www.betmartini.com,Curacao,BetMartini Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Betmartini Casino.txt,,,,24/7 live chat | Support available in 9 languages | Limited responsible gambling information,Limited responsible gambling information,Betmartini Casino: 100% up to €500
Monixbet Casino,logosask/MonixbetCasino.png,7.1,https://monixbet.com/,https://monixbet.com/,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Monixbet Casino.txt,,,,Accepts cryptos | High withdrawals limits | Impressive game collection | Poor commitment to responsible gambling | No phone support,Poor commitment to responsible gambling | No phone support,"Monixbet Casino: 100% up to €500 + 100 Free Spins, 1st Deposit Bonus"
Boomerang-bet.io Casino,logosask/Boomerang-betioCasino.png,7.1,https://boomerang-bet.io,https://boomerang-bet.io,Kahnawake Gaming Commission,Boomerang Partners,"Crypto Casino, Live Casino, Instant Play, Mobile, Sports",tekst/Boomerang-betio Casino.txt,,,,,,
TikiTaka Casino,logosask/TikiTakaCasino.png,7.1,https://tikitaka.com/,https://tikitaka.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Digika Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/TikiTaka Casino.txt,,,,Available in various languages | Help Centre section stocked with useful information | Live chat open 24/7 | Cryptocurrencies accepted | Limited responsible gambling tools,Limited responsible gambling tools,TikiTaka Casino: 100% up to €500 + 200 Free Spins + 1 Bonus Crab
HappySpins Casino,logosask/HappySpinsCasino.png,7.1,https://www.happyspins.com/,https://www.happyspins.com/,"Estonian Tax and Customs Board, Curacao, Kahnawake Gaming Commission",Grande Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/HappySpins Casino.txt,,,,Home to top providers | Multiple payment options | Live chat is available | Mobile friendly games | Multiple country restrictions | Minimum withdrawal €50,Multiple country restrictions | Minimum withdrawal €50,HappySpins Casino: 200% up to €1000 Welcome Bonus
Wasino Casino,logosask/WasinoCasino.png,7.1,https://wasino.com/en,https://wasino.com/en,Curacao,Wasino Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Wasino Casino.txt,,,,Casino available in several languages | Crypto casino | Responsible gambling tools available | Live chat open 24/7 | Some country restrictions,Some country restrictions,"Wasino Casino: 100% up to €500 + 200 Free Spins, 1st Deposit Bonus"
Funbet Casino,logosask/FunbetCasino.png,7.1,https://funbet.com/,https://funbet.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Trixer Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Funbet Casino.txt,,,,Low deposit options | 24/7 live chat | Excellent selection of games | Slow withdrawals | No evening or weekend withdrawals,Slow withdrawals | No evening or weekend withdrawals,"Funbet Casino: 100% up to €500 + 200 Free Spins + 1 Bonus Crab, Welcome Bonus"
Pin-up Casino,logosask/Pin-upCasino.png,7.1,https://www.pin-up.casino,https://www.pin-up.casino,Curacao,Pin-Up Partners,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Pin-up Casino.txt,,,,Withdrawals within 24 hours once approved | Live chat open 24/7 | Mobile app | Multiple country restrictions,Multiple country restrictions,Pin-up Casino: 120% up to 5000 EUR + 250 Bonus Spins
HappySlots Casino,logosask/HappySlotsCasino.png,7.1,http://happyslots.com/,http://happyslots.com/,"Kahnawake Gaming Commission, Curacao",Grande Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/HappySlots Casino.txt,,,,Excellent selection of games | High withdrawal limits | Good selection of payment methods | No live chat | Slow withdrawals,No live chat | Slow withdrawals,HappySlots Casino: 200% up to €1000
SpinyBet Casino,logosask/SpinyBetCasino.png,7.1,https://spinybet.com/,https://spinybet.com/,Curacao,Big Betty Affiliates,"Instant Play, Live Casino, Sports, Mobile, Crypto Casino",tekst/SpinyBet Casino.txt,,,,Home to more than 50 providers | 24/7 live chat | VIP Club | Limited responsible gambling tools,Limited responsible gambling tools,"SpinyBet Casino: 100% up to €300, 1st Deposit Bonus"
Omni Slots Casino,logosask/OmniSlotsCasino.png,7.1,http://www.omnislots.com,http://www.omnislots.com,Malta Gaming Authority,Slotpartners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Omni Slots Casino.txt,,,,High withdrawal limits | Mobile-friendly design | Live chat open 24/7 | Top-tier software providers | Slow withdrawal times | Few withdrawal methods,Slow withdrawal times | Few withdrawal methods,"Omni Slots Casino: 100% up to €300 + 50 Bonus Spins on Starburst Slot, 1st Deposit Bonus"
NorgesSpill Casino,logosask/NorgesSpillCasino.png,7.1,http://www.norgesspill.com,http://www.norgesspill.com,Malta Gaming Authority,ComeOn Connect Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/NorgesSpill Casino.txt,,,,"Features extensive line of games from multiple platforms | Solid range of video slots, table games, and video pokers | Includes a live table game section | Available on desktop and mobile | Secured with SSL encryption from COMODO | Proven fair by GLI and iTech Labs | Only available to residents of Norway and Sweden | Only supports the Norwegian language",Only available to residents of Norway and Sweden | Only supports the Norwegian language,NorgesSpill Casino: 100% up to 2500 NOK
Lucy's Casino,logosask/LucysCasino.png,7.1,https://lucyscasino.com/,https://lucyscasino.com/,Curacao,Infinity Stars Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Lucys Casino.txt,,,,Home to lots of software providers | Multiple payment methods available | Live chat available | Games are mobile friendly | Limited live chat hours,Limited live chat hours,Lucy's Casino: 140% up to €1000
Space Lilly Casino,logosask/SpaceLillyCasino.png,7.1,http://www.spacelilly.com,http://www.spacelilly.com,Curacao,LuckyStar Casino Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Space Lilly Casino.txt,,,,0-24 withdrawal timeframe | Mobile friendly design | Live chat open 24/7 | Top tier software providers | Accepts High Rollers,,"Space Lilly Casino: 133% up to $/€ 444 + 77 Bonus Spins, 1st Deposit Bonus"
Solisbet Casino,logosask/SolisbetCasino.png,7.1,https://solisbet.com/,https://solisbet.com/,Curacao,Solisbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Solisbet Casino.txt,,,,Live chat | High withdrawal limits | Low minimum deposit and withdrawal amounts | Live chat agents are not 24/7,Live chat agents are not 24/7,"Solisbet Casino: 100% up to €400, 1st Deposit Bonus"
Genie Jackpot Casino,logosask/GenieJackpotCasino.png,7.1,http://geniejackpot.com/,http://geniejackpot.com/,Curacao,Genie Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Genie Jackpot Casino.txt,,,,Fast withdrawals | 24/7 live chat | One withdrawal per day,One withdrawal per day,Genie Jackpot Casino: 125% up to 1 BTC + 50 Free Spins
Haz Casino,logosask/HazCasino.png,7.1,https://www.hazcasino.com/en/,https://www.hazcasino.com/en/,Curacao,Haz Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Sports, Live Casino",tekst/Haz Casino.txt,,,,Home to leading software companies | Multiple payment options | Live chat is open 24/7 | Mobile friendly design | Multiple country restrictions,Multiple country restrictions,"Haz Casino: 100% up to €300 + 25 Bonus Spins on Ramses Treasure Slot, 1st Deposit Bonus"
Red Dice Casino,logosask/RedDiceCasino.png,7.1,https://www.reddice.com,https://www.reddice.com,Kahnawake Gaming Commission,Grande Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Red Dice Casino.txt,,,,Good selection of payment methods | Excellent selection of games | Slow withdrawals | Withdrawal fees,Slow withdrawals | Withdrawal fees,Red Dice Casino: 200% up to €1000
Casinobet Casino,logosask/CasinobetCasino.png,7.1,https://www.casinobet.com/,https://www.casinobet.com/,Curacao,Casinobet Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Casinobet Casino.txt,,,,Fast withdrawals | Accepts Cryptocurrencies | Live chat for registered users | No live chat for unregistered users | Limited support hours 08:00 - 15:00 UTC,No live chat for unregistered users | Limited support hours 08:00 - 15:00 UTC,Casinobet Casino: 100% up to 1000 USDT
Auf Casino,logosask/AufCasino.png,7.1,http://aufcasino.com/,http://aufcasino.com/,Curacao,Combo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Auf Casino.txt,,,,Fast withdrawals | 24/7 live chat | No payment fees | Limited responsible gambling tools,Limited responsible gambling tools,"Auf Casino: 100% up to 15000 RUB, 1st Deposit Bonus"
Rizz Casino,logosask/RizzCasino.png,7.1,https://rizzcasino.com/,https://rizzcasino.com/,Kahnawake Gaming Commission,Rizz Casino Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Rizz Casino.txt,,,,Good choice of payment methods | 24/7 live chat | Loyalty program available | Slow withdrawals,Slow withdrawals,"Rizz Casino: 100% up to €500 + 100 Free Spins, 1st Deposit Bonus"
GreatSpin Casino,logosask/GreatSpinCasino.png,7.1,https://www.greatspin.com,https://www.greatspin.com,Curacao,High Affiliates,"Crypto Casino, Instant Play, Mobile, Sports, Live Casino",tekst/GreatSpin Casino.txt,,,,Low minimum deposit | 24/7 live chat | Excellent selection of games | Slow withdrawals | Low withdrawal limits,Slow withdrawals | Low withdrawal limits,"GreatSpin Casino: 100% up to €1000 + 50 Free Spins, 1st Deposit Bonus"
Zotabet Casino,logosask/ZotabetCasino.png,7.1,https://www.zotabet.com,https://www.zotabet.com,Curacao,Boomerang Partners,"Crypto Casino, Live Casino, Mobile, Instant Play, Sports",tekst/Zotabet Casino.txt,,,,Home to industry-leading providers | Accepts fiat and cryptocurrencies | No payment fees | 24/7 live chat - multilingual agents available | Mobile friendly games | Limited withdrawal methods,Limited withdrawal methods,"Zotabet Casino: 100% up to 100000 NOK + 100 Free Spins, Welcome Bonus"
Cosmobet Casino,logosask/CosmobetCasino.png,7.1,https://www.cosmobet.com,https://www.cosmobet.com,Curacao,Cosmobet Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Cosmobet Casino.txt,,,,Good selection of games | 24/7 live chat | Good selection of payment methods | Slow withdrawals | Maximum win limits apply,Slow withdrawals | Maximum win limits apply,"Cosmobet Casino: 150% up to €500, 1st Deposit Bonus"
JackpotFrenzy Casino,logosask/JackpotFrenzyCasino.png,7.1,https://jackpotfrenzy.com/en/,https://jackpotfrenzy.com/en/,Curacao,Jackpot Frenzy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/JackpotFrenzy Casino.txt,,,,Excellent selection of payment methods | Low deposit options | 24/7 live chat | Low withdrawal limits | Slow withdrawals,Low withdrawal limits | Slow withdrawals,JackpotFrenzy Casino: 100% up to €777 + 222 Free Spins + 1 Bonus Crab
Orbet Casino,logosask/OrbetCasino.png,7.1,https://www.orbet.online/,https://www.orbet.online/,Curacao,Orbet Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Orbet Casino.txt,,,,Fast withdrawals | Excellent selection of payment methods | Low deposit options | Multiple country restrictions,Multiple country restrictions,Orbet Casino: 100% up to €500 + 100 Free Spins
Nitrobet Casino,logosask/NitrobetCasino.png,7.1,https://nitrobetcasino.com/,https://nitrobetcasino.com/,Curacao,Nos Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Nitrobet Casino.txt,,,,Good selection of games | Live chat | VIP Program available | Slow withdrawals | One withdrawal per day | Limited live chat working hours,Slow withdrawals | One withdrawal per day | Limited live chat working hours,"Nitrobet Casino: 100% up to €600 + 100 Free Spins, 1st Deposit Bonus"
